Names,Addresses,Websites,6.4.2020,6.5.2020,6.8.2020,6.9.2020,6.10.2020,6.12.2020,6.13.2020,6.15.2020,6.16.2020,6.17.2020,6.18.2020,6.19.2020,6.23.2020,6.24.2020,6.25.2020,6.26.2020,6.29.2020,6.30.2020,7.1.2020,7.2.2020,7.6.2020,7.7.2020,7.8.2020,7.13.2020,7.15.2020,7.17.2020,7.20.2020,7.22.2020,7.24.2020,7.27.2020,8.5.2020,8.7.2020
Bright Horizons at Renton,"1600 Lind Ave SW Suite 150,Renton, WA 98055",https://www.brighthorizons.com/renton,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Research Triangle Park,"2352 So-Hi Drive,Durham, NC 27703",https://www.brighthorizons.com/rtp,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Rhode Island Hospital,"225 Blackstone Street,Providence, RI 02905",https://www.brighthorizons.com/rih,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at River East,"325 East Grand Avenue,Chicago, IL 60611",https://www.brighthorizons.com/rivereast,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Riverdale,"3223 Independence Avenue,Bronx, NY 10463",https://www.brighthorizons.com/riverdale,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Riverpark,"400 Riverpark Drive,North Reading, MA 01864",https://www.brighthorizons.com/riverpark,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Rochester,"3535 40th Ave NW Suite 100,Rochester, MN 55901",https://www.brighthorizons.com/rochester,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Rockaway,"295 Route 46 West,Rockaway, NJ 07866",https://www.brighthorizons.com/rockaway,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Rockville,"12750 Twinbrook Parkway,Rockville, MD 20852",https://www.brighthorizons.com/rockville,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Roseland,"3 Becker Farm Road,Roseland, NJ 07068",https://www.brighthorizons.com/roseland,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Rosemont,"6107 North River Rd.,Rosemont, IL 60018",https://www.brighthorizons.com/rosemont,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Rosslyn,"1300 Wilson Blvd.,Arlington, VA 22209",https://www.brighthorizons.com/rosslyn,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Round Rock,"7210 Wyoming Springs Drive,Round Rock, TX 78681",https://www.brighthorizons.com/roundrock,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,
Bright Horizons at Sammamish,"22845 SE 1st Place,Sammamish, WA 98074",https://www.brighthorizons.com/sammamish,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at San Clemente,"2015 Calle Frontera,San Clemente, CA 92673",https://www.brighthorizons.com/sanclemente,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at San Jose,"6120 Liska Lane,San Jose, CA 95119",https://www.brighthorizons.com/sanjose,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Schaumburg,"1920 N. Thoreau Drive, Suite 100,Schaumburg, IL 60173",https://www.brighthorizons.com/schaumburg,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Schraffts,"529 Main Street #001,Charlestown, MA 02129",https://www.brighthorizons.com/schraffts,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Scottsdale Shea,"10028 North 92nd Street,Scottsdale, AZ 85258",https://www.brighthorizons.com/scottsdale,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Seaport,"30 World Trade Center Avenue,Boston, MA 02210",https://www.brighthorizons.com/seaport,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Seneca Street,"1002 E. Seneca Street,Seattle, WA 98122",https://www.brighthorizons.com/seneca,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Seven Oaks,"3820 Windcrest Drive,Wesley Chapel, FL 33543",https://www.brighthorizons.com/wesleychapel,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Short Pump,"120 Towne Center West Boulevard,Richmond, VA 23233",https://www.brighthorizons.com/shortpump,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Silicon Valley ,"7245 Sharon Drive,San Jose, CA 95129",https://www.brighthorizons.com/siliconvalley,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Bright Horizons at Sinatra Drive, Hoboken","336 Sinatra Drive,Hoboken, NJ 07030",https://www.brighthorizons.com/sinatradrive,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Skokie,"9877 Woods Drive,Skokie, IL 60077",https://www.brighthorizons.com/skokie,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Skyline,"5203 Leesburg Pike Suite 100,Falls Church, VA 22041",https://www.brighthorizons.com/skyline,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Skyport,"90 Skyport Drive,San Jose, CA 95110",https://www.brighthorizons.com/skyport?,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Somerset,"121 Pierce Street,Somerset, NJ 08873",https://www.brighthorizons.com/somersetnj,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
Bright Horizons at South Figueroa Street,"515 South Figueroa Street,Los Angeles, CA 90071",https://www.brighthorizons.com/southfigueroa,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at South Lake Union,"1275 Mercer Street,Seattle, WA 98109",https://www.brighthorizons.com/slu,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at South Westchester Executive Park,"7 Odell Plaza,Yonkers, NY 10701",https://www.brighthorizons.com/swep,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Southside Works,"2629 East Carson Street,Pittsburgh, PA 15203",https://www.brighthorizons.com/southside,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Spear Street,"220 Spear Street,San Francisco, CA 94105",https://www.brighthorizons.com/spearstreet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,
Bright Horizons at Spectrum,"1697 Michigan Street Northeast,Grand Rapids, MI 49503",https://www.brighthorizons.com/spectrum,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Spotswood,"410 Main Street,Spotswood, NJ 08884",https://www.brighthorizons.com/spotswood,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,
Bright Horizons at St. Joseph Mercy Hospital Oakland,"161 Bassett Street,Pontiac, MI 48341",https://www.brighthorizons.com/stjoe,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Sudbury,"56c Union Avenue,Sudbury, MA 01776",https://www.brighthorizons.com/sudbury,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Suffield,"228 Mountain Road,Suffield, CT 06078",https://www.brighthorizons.com/suffield,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Sunnyvale,"1010 Sunnyvale Saratoga Road,Sunnyvale, CA 94087",https://www.brighthorizons.com/sunnyvale,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Sunset,"13808 SE Eastgate Way,Bellevue, WA 98005",https://www.brighthorizons.com/sunset,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Tampa General,"25 Columbia Drive,Tampa, FL 33606",https://www.brighthorizons.com/tgh,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Tampa Palms,"5171 Cypress Preserve Drive,Tampa, FL 33647",https://www.brighthorizons.com/tampapalms,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Teele Square,"165 Holland St.,Somerville, MA 02144",https://www.brighthorizons.com/teelesquare,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Tel Hai,"1143 Beaver Dam Road,Honey Brook, PA 19344",http://child-care-preschool.brighthorizons.com/PA/honeybrook/telhai/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at The Chancellory,"270 Windsor Dr,Itasca, IL 60143",https://www.brighthorizons.com/chancellory,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at The Columbia Federal Center ,"1835 Assembly Street, Suite 113, Strom Thurmond Building,Columbia, SC 29201",https://www.brighthorizons.com/columbia,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at The Enrichment Center,"4 UNC-TV Drive,Research Triangle Park, NC 27709",https://www.brighthorizons.com/enrichment,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at The Esplanade,"3400 Lacey Road,Downers Grove, IL 60515",https://www.brighthorizons.com/espl,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at The Plainview School,"10320 Timberwood Circle,Louisville, KY 40223",https://www.brighthorizons.com/plainview,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at The Ranch Reserve,"11305 Decatur Street,Westminster, CO 80234",https://www.brighthorizons.com/ranchreserve,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at The Summit,"355 110th Ave NE Bldg A, Suite P100,Bellevue, WA 98004",https://www.brighthorizons.com/summit,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Tide Point,"1030 Hull Street,Baltimore, MD 21230",https://www.brighthorizons.com/tidepoint,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,,,,,
Bright Horizons at Tierrasanta,"6090 Santo Road,San Diego, CA 92124",https://www.brighthorizons.com/tierrasanta,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at TimberRidge Family Center,"15 Old Post Road,Armonk, NY 10504",https://www.brighthorizons.com/timberridge,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Timberland,"200 Domain Dr,Stratham, NH 03885",https://www.brighthorizons.com/timberland,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at TriBeCa,"129 Hudson Street,New York, NY 10013",https://www.brighthorizons.com/tribeca,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Trumbull,"126 Monroe Turnpike,Trumbull, CT 06611",https://www.brighthorizons.com/trumbull,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Tufts Medical Center,"185 Harrison Avenue,Boston, MA 02111",https://www.brighthorizons.com/tufts,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at U of U Research Park,"419 Wakara Way Suite 100,Salt Lake City, UT 84108",https://www.brighthorizons.com/uhcdc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at UM Canterbury Preschool,"1150 Stanford Drive,Coral Gables, FL 33146",https://www.brighthorizons.com/umcanterburygables,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at UM Canterbury Preschool  Medical Campus,"1400 NW 10th Avenue,Miami, FL 33136",https://www.brighthorizons.com/umcanterburymedical,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at UPMC Passavant,"9100 Babcock Blvd.,Pittsburgh, PA 15237",https://www.brighthorizons.com/passavant,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Uncle Sam's Place,"600 Dr. Martin Luther King Jr. Place #122,Louisville, KY 40202",https://www.brighthorizons.com/unclesamsplace,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Bright Horizons at University Park,"129 Franklin St.,Cambridge, MA 02139",https://www.brighthorizons.com/upark,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,
Bright Horizons at University Village,"2688 NE University Village Street,Seattle, WA 98105",https://www.brighthorizons.com/uvillage,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at University of South Carolina,"1530 Wheat Street,Columbia, SC 29201",https://www.brighthorizons.com/bhatusc,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
"Bright Horizons at Urban Plaza, Kirkland","425 Urban Plaza,Kirkland, WA 98033",https://child-care-preschool.brighthorizons.com/wa/kirkland/urbanplaza,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Village Place,"22 Village Place,Glastonbury, CT 06033",https://www.brighthorizons.com/village,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Wake Forest Baptist Health,"200 Lockland Avenue,Winston Salem, NC 27103",https://www.brighthorizons.com/wakeforest,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Waltham,"176 Second Avenue,Waltham, MA 02451",https://www.brighthorizons.com/waltham,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Watertown Plank ,"8624 W. Watertown Plank Road,Milwaukee, WI 53226",https://www.brighthorizons.com/watertownplank,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Wayland,"321 Commonwealth Road,Wayland, MA 01778",https://www.brighthorizons.com/wayland,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Wellesley,"60 William St.,Wellesley, MA 02481",https://www.brighthorizons.com/wellesley,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Wellington,"3220 S. State Road 7,Wellington, FL 33414",https://www.brighthorizons.com/wellington,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at West 14th,"253 West 14th Street,New York, NY 10011",https://www.brighthorizons.com/west14th,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at West 63rd ,"425 Freedom Place South,New York, NY 10069",https://www.brighthorizons.com/west63rd,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at West 72nd,"253 West 72nd Street,New York, NY 10023",https://www.brighthorizons.com/west72nd,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at West 89th,"100A West 89th Street,New York, NY 10024",https://child-care-preschool.brighthorizons.com/ny/newyork/west89th,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at West 8th,"2001 8th Avenue, Suite 200,Seattle, WA 98121",https://www.brighthorizons.com/west8th,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at West 96th Street,"103 West 96th Street,New York, NY 10025",https://www.brighthorizons.com/west96th,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at West Fort Collins,"3513 Richmond Drive,Fort Collins, CO 80526",https://www.brighthorizons.com/westfortcollins,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at West Seattle,"4530 38th Avenue SW,Seattle, WA 98126",https://www.brighthorizons.com/westseattle,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Westchester Executive Park,"77 Executive Blvd,Elmsford, NY 10523",https://www.brighthorizons.com/wep,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Western Springs,"4700 Commonwealth Avenue,Western Springs, IL 60558",https://www.brighthorizons.com/westernsprings,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Westlake,"4613-B Bee Cave Road,West Lake Hills, TX 78746",https://www.brighthorizons.com/westlake,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,,
Bright Horizons at Wheaton,"25W 725 Jewell Rd.,Wheaton, IL 60187",https://www.brighthorizons.com/wheaton,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Wildwood,"3175 Windy Hill Rd,Atlanta, GA 30339",https://www.brighthorizons.com/wildwood,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Wilton,"7 Godfrey Place,Wilton, CT 06897",https://www.brighthorizons.com/wilton,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Windermere,"7866 Winter Garden Vineland Road,Windermere, FL 34786",https://www.brighthorizons.com/windermere,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Winter Garden,"1660 Daniels Road,Winter Garden, FL 34787",https://www.brighthorizons.com/wintergarden,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Woodbury-NY,"172 Crossways Park Drive,Woodbury, NY 11797",https://www.brighthorizons.com/woodbury,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Woodinville,"16915 140th Ave NE,Woodinville, WA 98072",https://www.brighthorizons.com/woodinville,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at Yale West Campus ,"230 West Campus Drive,Orange, CT 06477",https://www.brighthorizons.com/yalewestcampus,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at York County School of Technology,"2179 South Queen Street,York, PA 17402",http://child-care-preschool.brighthorizons.com/PA/York/ycst/,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,
Bright Horizons at the American Center,"5119 American Family Drive,Madison, WI 53718",https://www.brighthorizons.com/american,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at the Avenues,"9000 Southside Blvd, Bldg 1100,Jacksonville, FL 32256",https://www.brighthorizons.com/avenues,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at the Highlands,"930 NE High Street, Suite 102,Issaquah, WA 98029",https://www.brighthorizons.com/highlands,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at the Hingham Shipyard,"168 Shipyard Drive,Hingham, MA 02043",https://www.brighthorizons.com/hingham,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at the Octagon,"888 Main Street,Roosevelt Island, NY 10044",https://www.brighthorizons.com/octagon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at the Prudential Center,"790 Boylston St. P.O. Box 990016,Boston, MA 02199",https://www.brighthorizons.com/prudential,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons at the Shire,"2121 E. Infocom Drive,Richardson, TX 75082",https://www.brighthorizons.com/shire,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,,,,,
Bright Horizons at the Y,"8501 Campus Drive,Mount Pleasant, WI 53406",https://www.brighthorizons.com/sealedair,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons in 90 Washington on West Street,"90 Washington Street,New York, NY 10006",https://www.brighthorizons.com/90washington,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Bright Horizons on the Charles,"400 Talcott Avenue,Watertown, MA 02472",https://www.brighthorizons.com/watertown,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Brookfield Academy - Livonia Campus,"38945 Ann Arbor Road,Livonia, MI 48150",https://www.brighthorizons.com/brookfield-livonia,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Brookfield Academy - Rochester Hills Campus,"1263 S. Adams Road,Rochester Hills, MI 48309",https://www.brighthorizons.com/brookfield-rochester-hills,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Brookfield Academy - Troy Campus,"3950 Livernois,Troy, MI 48083",https://www.brighthorizons.com/brookfield-troy,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Brookfield Academy - West Bloomfield Campus,"2965 Walnut Lake Road,West Bloomfield, MI 48323",https://www.brighthorizons.com/brookfield-west-bloomfield,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
CDW At Play Child Care Center,"165 N. Lakeview Parkway,Vernon Hills, IL 60061",https://www.brighthorizons.com/cdw,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Capital Metro Child Care &amp; Early Learning Center,"624 North Pleasant Valley Road,Austin, TX 78702",https://www.brighthorizons.com/capitalmetro,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Central Coast Children's Center managed by Bright Horizons,"1530 Cypress Way A,Santa Maria, CA 93454",https://www.brighthorizons.com/centralcoast,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Chapman Child Learning Center,"1710 East 17th Street,Tulsa, OK 74104",https://www.brighthorizons.com/chapman,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
